Id,name,money,nationality,teams
randall-uebbing,Randall Uebbing,0,empty,empty
dylan-wlodar,Dylan Wlodar,0,empty,empty
anthony-steigerwald,Anthony Steigerwald,0,empty,empty
kristopher-sims,Kristopher Sims,0,empty,empty
rebecca-hunter,Rebecca Hunter,0,empty,empty
ethan-root,Ethan Root,0,empty,empty
kush-singhal,Kush Singhal,0,empty,empty
michael-foland,Michael Foland,0,empty,empty
jared-farris,Jared Farris,0,empty,empty
nick-pelowski,Nick Pelowski,0,empty,empty
josh-emery,Josh Emery,0,empty,empty
wu-yawgmoth,Wu Yawgmoth,0,empty,empty
josh-ting,Josh Ting,0,empty,empty
hunter-ovington,Hunter Ovington,0,empty,empty
maxim-bachvaroff,Maxim Bachvaroff,0,empty,empty
cody-martin,Cody Martin,0,empty,empty
pratarn-vetsri,Pratarn Vetsri,0,empty,empty
david-kuras,David Kuras,0,empty,empty
brandon-chellis,Brandon Chellis,0,empty,empty
ricky-crawford,Ricky Crawford,0,empty,empty
evan-wooden,Evan Wooden,0,empty,empty
juan-ochoa,Juan Ochoa,0,empty,empty
jack-rudzena,Jack Rudzena,0,empty,empty
daniel-spiegel,Daniel Spiegel,0,empty,empty
deanthony-davis,Deanthony Davis,0,empty,empty
franklin-fulks,Franklin Fulks,0,empty,empty
damian-del-nero,Damian Del Nero,0,empty,empty
aidan-lum,Aidan Lum,0,empty,empty
michael-jackisch,Michael Jackisch,0,empty,empty
julian-korfine,Julian Korfine,0,empty,empty
prez-kuhnke,Prez Kuhnke,0,empty,empty
benjamin-mckinnon-duggins,Benjamin Mckinnon-Duggins,0,empty,empty
riley-bennett,Riley Bennett,0,empty,empty
andrew-branham,Andrew Branham,0,empty,empty
adam-silvia,Adam Silvia,0,empty,empty
lorenzo-iuculano,Lorenzo Iuculano,0,empty,empty
tyler-thurman,Tyler Thurman,0,empty,empty
mitchell-stephens,Mitchell Stephens,0,empty,empty
aiden-lum,Aiden Lum,0,empty,empty
cody-phillips,Cody Phillips,0,empty,empty
jared-farkas,Jared Farkas,0,empty,empty
austin-eslyn,Austin Eslyn,0,empty,empty
trenton-hawes,Trenton Hawes,0,empty,empty
ray-tan,Ray Tan,0,empty,empty
tyler-nowack,Tyler Nowack,0,empty,empty
luke-emery,Luke Emery,0,empty,empty
ellis-linnen,Ellis Linnen,0,empty,empty
derrick-roper,Derrick Roper,0,empty,empty
adam-saba,Adam Saba,0,empty,empty
zak-miller,Zak Miller,0,empty,empty
martin-arrigotti,Martin Arrigotti,0,empty,empty
james-garcia,James Garcia,0,empty,empty
patrick-o-boyle,Patrick O'Boyle,0,empty,empty
victor-matthews,Victor Matthews,0,empty,empty
alexander-prince,Alexander Prince,0,empty,empty
trent-sipes,Trent Sipes,0,empty,empty
michelle-valois,Michelle Valois,0,empty,empty
sean-ryder,Sean Ryder,0,empty,empty
dalton-bertine,Dalton Bertine,0,empty,empty
jeremiah-clark,Jeremiah Clark,0,empty,empty
jacob-durish,Jacob Durish,0,empty,empty
ryan-bellamy,Ryan Bellamy,0,empty,empty
james-schlott,James Schlott,0,empty,empty
nelson-chen,Nelson Chen,0,empty,empty
joshua-thomas,Joshua Thomas,0,empty,empty
casey-moon,Casey Moon,0,empty,empty
johnathan-goanos,Johnathan Goanos,0,empty,empty
edward-klein,Edward Klein,0,empty,empty
michael-almasy,Michael Almasy,0,empty,empty
gaige-gibson,Gaige Gibson,0,empty,empty
andre-segarra,Andre Segarra,0,empty,empty
richard-krusch,Richard Krusch,0,empty,empty
miles-jones,Miles Jones,0,empty,empty
shane-pritchett,Shane Pritchett,0,empty,empty
porter-reed,Porter Reed,0,empty,empty
ryan-simmons,Ryan Simmons,0,empty,empty
paul-lloyd,Paul Lloyd,0,empty,empty
cam-kelly,Cam Kelly,0,empty,empty
jake-hafertepe,Jake Hafertepe,0,empty,empty
beni-rodriguez,Beni Rodriguez,0,empty,empty
espen-peterson,Espen Peterson,0,empty,empty
david-snavely,David Snavely,0,empty,empty
donovan-redd,Donovan Redd,0,empty,empty
james-mccoury,James McCoury,0,empty,empty
chris-braud,Chris Braud,0,empty,empty
lion-birnecker,Lion Birnecker,0,empty,empty
ty-adams,Ty Adams,0,empty,empty
luca-jakobovits,Luca Jakobovits,0,empty,empty
harrison-jurenko,Harrison Jurenko,0,empty,empty
donald-tyson,Donald Tyson,0,empty,empty
andrew-wolthuis,Andrew Wolthuis,0,empty,empty
mika-spangler,Mika Spangler,0,empty,empty
jordan-hedgpeth,Jordan Hedgpeth,0,empty,empty
pascal-cristofalo,Pascal Cristofalo,0,empty,empty
hart-horton,Hart Horton,0,empty,empty
chris-aprim,Chris Aprim,0,empty,empty
alberto-padilla,Alberto Padilla,0,empty,empty
newman-brantley,Newman Brantley,0,empty,empty
drew-herr,Drew Herr,0,empty,empty
brett-manifold-wheeler,Brett Manifold-Wheeler,0,empty,empty
patrick-starnes,Patrick Starnes,0,empty,empty
nicholas-sanchez,Nicholas Sanchez,0,empty,empty
chase-robertson,Chase Robertson,0,empty,empty
david-musick,David Musick,0,empty,empty
noah-mamis,Noah Mamis,0,empty,empty
jim-bishop,Jim Bishop,0,empty,empty
bill-bingham,Bill Bingham,0,empty,empty
grant-albaugh,Grant Albaugh,0,empty,empty
nathan-jainchill,Nathan Jainchill,0,empty,empty
aadil-rahaman,Aadil Rahaman,0,empty,empty
nick-medwid,Nick Medwid,0,empty,empty
dayton-burgess,Dayton Burgess,0,empty,empty
ethan-dunn,Ethan Dunn,0,empty,empty
matt-carthel,Matt Carthel,0,empty,empty
william-dean,William Dean,0,empty,empty
james-tenney,James Tenney,0,empty,empty
mark-gourley,Mark Gourley,0,empty,empty
david-lauer,David Lauer,0,empty,empty
jackie-gilbert-avila,Jackie Gilbert-Avila,0,empty,empty
violet-damron,Violet Damron,0,empty,empty
noah-brandes,Noah Brandes,0,empty,empty
wei-hao-chou,Wei-Hao Chou,0,empty,empty
will-dewey,Will Dewey,0,empty,empty
kyle-schwab,Kyle Schwab,0,empty,empty
vince-ortega,Vince Ortega,0,empty,empty
matthew-suyer,Matthew Suyer,0,empty,empty
drew-adams,Drew Adams,0,empty,empty
benjamin-hynes,Benjamin Hynes,0,empty,empty
jake-lacey,Jake Lacey,0,empty,empty
benjamin-cohen,Benjamin Cohen,0,empty,empty
reubon-luttrell,Reubon Luttrell,0,empty,empty
corey-zell,Corey Zell,0,empty,empty
blake-collins,Blake Collins,0,empty,empty
matthew-farley,Matthew Farley,0,empty,empty
matthew-aprim,Matthew Aprim,0,empty,empty
christopher-hafner,Christopher Hafner,0,empty,empty
jeremy-carrette,Jeremy Carrette,0,empty,empty
lance-petty,Lance Petty,0,empty,empty
grant-tadlock,Grant Tadlock,0,empty,empty
collin-landenberger,Collin Landenberger,0,empty,empty
isara-thanakit,Isara Thanakit,0,empty,empty
mitch-kilayko,Mitch Kilayko,0,empty,empty
bruce-li,Bruce Li,0,empty,empty
jeff-weyant,Jeff Weyant,0,empty,empty
anthoane-perry,Anthoane Perry,0,empty,empty
travis-canyock,Travis Canyock,0,empty,empty
kevin-serapiglia,Kevin Serapiglia,0,empty,empty
william-cannon,William Cannon,0,empty,empty
kaitlyn-roper,Kaitlyn Roper,0,empty,empty
wade-bernhardt,Wade Bernhardt,0,empty,empty
michael-behrens,Michael Behrens,0,empty,empty
dawson-alexander,Dawson Alexander,0,empty,empty
cameron-parker,Cameron Parker,0,empty,empty
alec-schassburger,Alec Schassburger,0,empty,empty
wesley-hickman,Wesley Hickman,0,empty,empty
justin-fink,Justin Fink,0,empty,empty
mason-grode,Mason Grode,0,empty,empty
tyler-thoman,Tyler Thoman,0,empty,empty
jonah-williams,Jonah Williams,0,empty,empty
christopher-kusenberger,Christopher Kusenberger,0,empty,empty
chad-miller,Chad Miller,0,empty,empty
tom-quigley,Tom Quigley,0,empty,empty
trenton-flake,Trenton Flake,0,empty,empty
jeffrey-villacis,Jeffrey Villacis,0,empty,empty
ian-barton,Ian Barton,0,empty,empty
gabriel-michaels,Gabriel Michaels,0,empty,empty
robin-gonzalez,Robin Gonzalez,0,empty,empty
ash-fairchild,Ash Fairchild,0,empty,empty
jon-puffer,Jon Puffer,0,empty,empty
grey-carter,Grey Carter,0,empty,empty
patrick-narsavage,Patrick Narsavage,0,empty,empty
casey-ryback,Casey Ryback,0,empty,empty
brandon-phan,Brandon Phan,0,empty,empty
eric-kearns,Eric Kearns,0,empty,empty
donato-fatigate,Donato Fatigate,0,empty,empty
casey-fuste,Casey Fuste,0,empty,empty
kyle-bain,Kyle Bain,0,empty,empty
jesus-garcia,Jesus Garcia,0,empty,empty
nick-wollney,Nick Wollney,0,empty,empty
benji-solomon,Benji Solomon,0,empty,empty
josh-strunk,Josh Strunk,0,empty,empty
cody-muniz,Cody Muniz,0,empty,empty
john-king,John King,0,empty,empty
hunter-hege,Hunter Hege,0,empty,empty
john-schmidt,John Schmidt,0,empty,empty
raymond-wrixon,Raymond Wrixon,0,empty,empty
quinn-mcgarry,Quinn McGarry,0,empty,empty
ramon-paoli,Ramon Paoli,0,empty,empty
benjamin-wakefield,Benjamin Wakefield,0,empty,empty
grant-kane,Grant Kane,0,empty,empty
peter-golightly,Peter Golightly,0,empty,empty
damon-thopsey,Damon Thopsey,0,empty,empty
kaipo-nagata,Kaipo Nagata,0,empty,empty
jake-labrado,Jake LaBrado,0,empty,empty
stephen-park,Stephen Park,0,empty,empty
kris-ward,Kris Ward,0,empty,empty
kirk-patton,Kirk Patton,0,empty,empty
andrew-coronado,Andrew Coronado,0,empty,empty
gus-raymond,Gus Raymond,0,empty,empty
henry-treadway,Henry Treadway,0,empty,empty
kenith-dsouza,Kenith Dsouza,0,empty,empty
blaine-drew,Blaine Drew,0,empty,empty
dave-patwell,Dave Patwell,0,empty,empty
cody-debos,Cody DeBos,0,empty,empty
louis-salerno,Louis Salerno,0,empty,empty
thomas-aleto,Thomas Aleto,0,empty,empty
james-lodge,James Lodge,0,empty,empty
grant-boyd,Grant Boyd,0,empty,empty
kyle-schaufelberg,Kyle Schaufelberg,0,empty,empty
jon-bruning,Jon Bruning,0,empty,empty
calvin-rabago,Calvin Rabago,0,empty,empty
cory-brannon,Cory Brannon,0,empty,empty
nicholas-sylvester,Nicholas Sylvester,0,empty,empty
alan-massey,Alan Massey,0,empty,empty
ian-bartz,Ian Bartz,0,empty,empty
zane-toledo,Zane Toledo,0,empty,empty
caleb-deming,Caleb Deming,0,empty,empty
zachary-aymie,Zachary Aymie,0,empty,empty
daniel-combs,Daniel Combs,0,empty,empty
jim-reed,Jim Reed,0,empty,empty
kevin-hernandez,Kevin Hernandez,0,empty,empty
jeffrey-chang,Jeffrey Chang,0,empty,empty
anthony-devarti,Anthony DeVarti,0,empty,empty
charles-wilson,Charles Wilson,0,empty,empty
will-kowalczyk,Will Kowalczyk,0,empty,empty
nick-kuzmin,Nick Kuzmin,0,empty,empty
michael-stigall,Michael Stigall,0,empty,empty
chris-chao,Chris Chao,0,empty,empty
brian-curry,Brian Curry,0,empty,empty
andrew-paradowski,Andrew Paradowski,0,empty,empty
vinay-gupta,Vinay Gupta,0,empty,empty
christopher-duarte,Christopher Duarte,0,empty,empty
allan-bond,Allan Bond,0,empty,empty
david-delgado,David Delgado,0,empty,empty
leo-berzon,Leo Berzon,0,empty,empty
david-graves,David Graves,0,empty,empty
hailey-edsall,Hailey Edsall,0,empty,empty
devin-fong,Devin Fong,0,empty,empty
myles-pirro,Myles Pirro,0,empty,empty
chris-heitkamp,Chris Heitkamp,0,empty,empty
damien-armstrong,Damien Armstrong,0,empty,empty
ben-abraham,Ben Abraham,0,empty,empty
nicholas-tu,Nicholas Tu,0,empty,empty
joel-farrar,Joel Farrar,0,empty,empty
andres-barboza,Andres Barboza,0,empty,empty
kelvin-spruill,Kelvin Spruill,0,empty,empty
jacob-pangburn,Jacob Pangburn,0,empty,empty
matthew-robinson,Matthew Robinson,0,empty,empty
patrick-antonucci,Patrick Antonucci,0,empty,empty
adam-simpson,Adam Simpson,0,empty,empty
nolan-franck,Nolan Franck,0,empty,empty
casey-jacklyn,Casey Jacklyn,0,empty,empty
philip-gorz,Philip Gorz,0,empty,empty
aidan-ferro,Aidan Ferro,0,empty,empty
luke-davis,Luke Davis,0,empty,empty
johnny-bresett,Johnny Bresett,0,empty,empty
mark-zmolek,Mark Zmolek,0,empty,empty
joshua-leger,Joshua Leger,0,empty,empty
fred-lomangino,Fred Lomangino,0,empty,empty
ryan-bowen,Ryan Bowen,0,empty,empty
hoang-huynh,Hoang Huynh,0,empty,empty
brennan-franks,Brennan Franks,0,empty,empty
timothy-schulz,Timothy Schulz,0,empty,empty
zackery-samaniego,Zackery Samaniego,0,empty,empty
david-salinas,David Salinas,0,empty,empty
joshua-tomas,Joshua Tomas,0,empty,empty
adam-dzedzy,Adam Dzedzy,0,empty,empty
mitchell-berven-stotz,Mitchell Berven-Stotz,0,empty,empty
daniel-chen,Daniel Chen,0,empty,empty
joey-digiacomo,Joey DiGiacomo,0,empty,empty
brandon-lex,Brandon Lex,0,empty,empty
chris-spanbauer,Chris Spanbauer,0,empty,empty
jack-lynch,Jack Lynch,0,empty,empty
pete-williams,Pete Williams,0,empty,empty
krista-oscapinski,Krista Oscapinski,0,empty,empty
carter-watts,Carter Watts,0,empty,empty
joseph-laws,Joseph Laws,0,empty,empty
jeremy-jung,Jeremy Jung,0,empty,empty
andrew-hollingsworth,Andrew Hollingsworth,0,empty,empty
alvaro-tolentino,Alvaro Tolentino,0,empty,empty
robert-hatfield,Robert Hatfield,0,empty,empty
manuel-sarabia,Manuel Sarabia,0,empty,empty
tyler-apple,Tyler Apple,0,empty,empty
jacen-simon,Jacen Simon,0,empty,empty
nathan-espinoza,Nathan Espinoza,0,empty,empty
jonathan-zhou,Jonathan Zhou,0,empty,empty
nick-pallotti,Nick Pallotti,0,empty,empty
nemo-baize,Nemo Baize,0,empty,empty
justin-ivie,Justin Ivie,0,empty,empty
richard-alford,Richard Alford,0,empty,empty
patrick-halderman,Patrick Halderman,0,empty,empty
aaron-higgins,Aaron Higgins,0,empty,empty
garrett-bryan,Garrett Bryan,0,empty,empty
jim-still,Jim Still,0,empty,empty
ryan-chenevert,Ryan Chenevert,0,empty,empty
fred-davis,Fred Davis,0,empty,empty
jonash-pacis,Jonash Pacis,0,empty,empty
sam-gildehaus,Sam Gildehaus,0,empty,empty
russell-adderson,Russell Adderson,0,empty,empty
leo-cooper,Leo Cooper,0,empty,empty
austin-peters,Austin Peters,0,empty,empty
jacob-bellak,Jacob Bellak,0,empty,empty
jared-blancato,Jared Blancato,0,empty,empty
josh-wentz,Josh Wentz,0,empty,empty
adam-miles,Adam Miles,0,empty,empty
jason-healy,Jason Healy,0,empty,empty
phil-zell,Phil Zell,0,empty,empty
nick-altamirano,Nick Altamirano,0,empty,empty
brennan-roy,Brennan Roy,0,empty,empty
tyler-hoover,Tyler Hoover,0,empty,empty
spencer-krenke,Spencer Krenke,0,empty,empty
caden-sealine,Caden Sealine,0,empty,empty
justin-segawa,Justin Segawa,0,empty,empty
stephen-hanlin,Stephen Hanlin,0,empty,empty
jeremiah-hellewell,Jeremiah Hellewell,0,empty,empty
adam-best,Adam Best,0,empty,empty
bennett-blankenship,Bennett Blankenship,0,empty,empty
nathaniel-andersen,Nathaniel Andersen,0,empty,empty
nigel-kirby,Nigel Kirby,0,empty,empty
matthew-armstrong,Matthew Armstrong,0,empty,empty
yong-li-liang,Yong Li Liang,0,empty,empty
ryan-keener,Ryan Keener,0,empty,empty
emmett-nguyen,Emmett Nguyen,0,empty,empty
trevor-cartier,Trevor Cartier,0,empty,empty
james-judlick,James Judlick,0,empty,empty
andy-michaud,Andy Michaud,0,empty,empty
anthony-horberg,Anthony Horberg,0,empty,empty
daniel-mendez,Daniel Mendez,0,empty,empty
megan-iafrate,Megan Iafrate,0,empty,empty
alex-hamilton,Alex Hamilton,0,empty,empty
wyatt-reed,Wyatt Reed,0,empty,empty
trey-smith,Trey Smith,0,empty,empty
aj-childers,AJ Childers,0,empty,empty
paul-richards,Paul Richards,0,empty,empty
johnny-connor,Johnny Connor,0,empty,empty
luke-murphy,Luke Murphy,0,empty,empty
zoe-riederman,Zoe Riederman,0,empty,empty
guillermo-sida,Guillermo Sida,0,empty,empty
michael-sinclair-ii,Michael Sinclair II,0,empty,empty
spencer-herndon,Spencer Herndon,0,empty,empty
charels-fish,Charels Fish,0,empty,empty
ryan-phillips,Ryan Phillips,0,empty,empty
noah-miller,Noah Miller,0,empty,empty
olin-gardner,Olin Gardner,0,empty,empty
chris-carpenter,Chris Carpenter,0,empty,empty
jeffrey-williams,Jeffrey Williams,0,empty,empty
brandon-boudreaux,Brandon Boudreaux,0,empty,empty
richie-sledz,Richie Sledz,0,empty,empty
matt-rosenbloom,Matt Rosenbloom,0,empty,empty
daniel-eichler,Daniel Eichler,0,empty,empty
anthony-hazuka,Anthony Hazuka,0,empty,empty
speed-mtg,Speed MtG,0,empty,empty
blake-scism,Blake Scism,0,empty,empty
benjamin-yao,Benjamin Yao,0,empty,empty
bryan-ferguson,Bryan Ferguson,0,empty,empty
hayden-hollis,Hayden Hollis,0,empty,empty
jacob-kriner,Jacob Kriner,0,empty,empty
victor-pastor,Victor Pastor,0,empty,empty
charles-rodgers,Charles Rodgers,0,empty,empty
broden-large,Broden Large,0,empty,empty
andrew-bachner,Andrew Bachner,0,empty,empty
jonathan-freudman,Jonathan Freudman,0,empty,empty
cristian-deleon,Cristian Deleon,0,empty,empty
odos-matthews,Odos Matthews,0,empty,empty
kaden-ford,Kaden Ford,0,empty,empty
andy-mccoy,Andy McCoy,0,empty,empty
josiah-hamilton,Josiah Hamilton,0,empty,empty
tino-barraza,Tino Barraza,0,empty,empty
andy-dimattia,Andy DiMattia,0,empty,empty
jonathan-lum,Jonathan Lum,0,empty,empty
ian-sedelow,Ian Sedelow,0,empty,empty
william-he,William He,0,empty,empty
donovan-day,Donovan Day,0,empty,empty
franklin-cammack,Franklin Cammack,0,empty,empty
steven-gillette,Steven Gillette,0,empty,empty
oliver-peters,Oliver Peters,0,empty,empty
keaton-gaddis,Keaton Gaddis,0,empty,empty
diego-thomas,Diego Thomas,0,empty,empty
kristopher-jones,Kristopher Jones,0,empty,empty
richard-erwin,Richard Erwin,0,empty,empty
paul-berman,Paul Berman,0,empty,empty
brantley-lockwood,Brantley Lockwood,0,empty,empty
ethan-stensrud,Ethan Stensrud,0,empty,empty
jonathan-andringa,Jonathan Andringa,0,empty,empty
taylor-coble,Taylor Coble,0,empty,empty
ryan-rostel,Ryan Rostel,0,empty,empty
hudson-white,Hudson White,0,empty,empty
bo-woolman,Bo Woolman,0,empty,empty
dylan-leblanc,Dylan Leblanc,0,empty,empty
harry-coleman,Harry Coleman,0,empty,empty
jamal-greenidge,Jamal Greenidge,0,empty,empty
luis-torres,Luis Torres,0,empty,empty
blake-nunez,Blake Nunez,0,empty,empty
kyle-jones,Kyle Jones,0,empty,empty
jacob-hoppenfeld,Jacob Hoppenfeld,0,empty,empty
ethan-hembree,Ethan Hembree,0,empty,empty
derek-maxwell,Derek Maxwell,0,empty,empty
bryant-widener,Bryant Widener,0,empty,empty
benjamin-johnson-staub,Benjamin Johnson-Staub,0,empty,empty
nick-mederos,Nick Mederos,0,empty,empty
joshua-wedell,Joshua Wedell,0,empty,empty
hudson-pifferini-carter,Hudson Pifferini-Carter,0,empty,empty
austin-mcdaniel,Austin McDaniel,0,empty,empty
tony-petro,Tony Petro,0,empty,empty
jesse-pendragon,Jesse PenDragon,0,empty,empty
javier-ramos,Javier Ramos,0,empty,empty
dillan-read,Dillan Read,0,empty,empty
dominic-berenotto,Dominic Berenotto,0,empty,empty
kevin-castaneda,Kevin Castaneda,0,empty,empty
noah-smith,Noah Smith,0,empty,empty
louis-walker,Louis Walker,0,empty,empty
brendan-mount,Brendan Mount,0,empty,empty
kyle-perfetto,Kyle Perfetto,0,empty,empty
chris-flores,Chris Flores,0,empty,empty
anthony-culver,Anthony Culver,0,empty,empty
john-white,John White,0,empty,empty
dave-moore,Dave Moore,0,empty,empty
travis-kirkland,Travis Kirkland,0,empty,empty
anthony-jeffries,Anthony Jeffries,0,empty,empty
thomas-berry,Thomas Berry,0,empty,empty
isaac-messeder,Isaac Messeder,0,empty,empty
tim-larson,Tim Larson,0,empty,empty
bryan-barry,Bryan Barry,0,empty,empty
jeremy-behrendt,Jeremy Behrendt,0,empty,empty
noah-isaacs,Noah Isaacs,0,empty,empty
daniel-gonzalez-jr,Daniel Gonzalez jr,0,empty,empty
brad-presutto,Brad Presutto,0,empty,empty
dillon-smith,Dillon Smith,0,empty,empty
chris-o-neill,Chris O’Neill,0,empty,empty
matthew-perani,Matthew Perani,0,empty,empty
anthony-miskar,Anthony Miskar,0,empty,empty
dawn-delozier,Dawn DeLozier,0,empty,empty
michael-villalpando,Michael Villalpando,0,empty,empty
andrew-zickler,Andrew Zickler,0,empty,empty
caleb-ziminsky,Caleb Ziminsky,0,empty,empty
david-rhodes,David Rhodes,0,empty,empty
ardit-kacani,Ardit Kacani,0,empty,empty
jack-landes,Jack Landes,0,empty,empty
dakota-pittsley,Dakota Pittsley,0,empty,empty
greg-pino,Greg Pino,0,empty,empty
nick-bertot,Nick Bertot,0,empty,empty
ian-ouellette,Ian Ouellette,0,empty,empty
justin-jones,Justin Jones,0,empty,empty
maverick-finn,Maverick Finn,0,empty,empty
austin-lipe,Austin Lipe,0,empty,empty
patrick-warner,Patrick Warner,0,empty,empty
william-dou,William Dou,0,empty,empty
daniel-mcdowell,Daniel McDowell,0,empty,empty
ryan-kenvin,Ryan Kenvin,0,empty,empty
andrew-ruesch,Andrew Ruesch,0,empty,empty
ari-jones,Ari Jones,0,empty,empty
sean-hayes,Sean Hayes,0,empty,empty
rigoberto-torres,Rigoberto Torres,0,empty,empty
kevin-patlis,Kevin Patlis,0,empty,empty
brock-sorensen,Brock Sorensen,0,empty,empty
chace-bohlender,Chace Bohlender,0,empty,empty
jeffrey-webb,Jeffrey Webb,0,empty,empty
zainal-maloney,Zainal Maloney,0,empty,empty
will-shayne,Will Shayne,0,empty,empty
corey-baldridge,Corey Baldridge,0,empty,empty
david-kring,David Kring,0,empty,empty
curtis-heater,Curtis Heater,0,empty,empty
benjamin-long,Benjamin Long,0,empty,empty
hunter-birdsall,Hunter Birdsall,0,empty,empty
matthew-babcock,Matthew Babcock,0,empty,empty
eric-newton,Eric Newton,0,empty,empty
liam-white,Liam White,0,empty,empty
rafael-wasilewski,Rafael Wasilewski,0,empty,empty
jake-montalbano,Jake Montalbano,0,empty,empty
louis-kray,Louis Kray,0,empty,empty
alex-tredway,Alex Tredway,0,empty,empty
commodore-fraley,Commodore Fraley,0,empty,empty
anthony-donato,Anthony Donato,0,empty,empty
michael-ulep,Michael Ulep,0,empty,empty
william-singh,William Singh,0,empty,empty
jason-morency,Jason Morency,0,empty,empty
tal-berkowitz,Tal Berkowitz,0,empty,empty
alex-brooks,Alex Brooks,0,empty,empty
michael-raff,Michael Raff,0,empty,empty
taylor-walker,Taylor Walker,0,empty,empty
travis-kliewer,Travis Kliewer,0,empty,empty
jason-evans,Jason Evans,0,empty,empty
brad-amos,Brad Amos,0,empty,empty
richard-thompson,Richard Thompson,0,empty,empty
charles-richmond,Charles Richmond,0,empty,empty
benjamin-harrison,Benjamin Harrison,0,empty,empty
sam-anderson,Sam Anderson,0,empty,empty
mauricio-baracchi,Mauricio Baracchi,0,empty,empty
brady-duke,Brady Duke,0,empty,empty
eli-kloswick,Eli Kloswick,0,empty,empty
jeremy-edler,Jeremy Edler,0,empty,empty
tyler-krogman,Tyler Krogman,0,empty,empty
steven-pine,Steven Pine,0,empty,empty
jesse-kennedy,Jesse Kennedy,0,empty,empty
danny-mullinax,Danny Mullinax,0,empty,empty
adam-sarosy,Adam Sarosy,0,empty,empty
paul-francisco,Paul Francisco,0,empty,empty
joshua-armstrong,Joshua Armstrong,0,empty,empty
austin-benson,Austin Benson,0,empty,empty
frankie-annunziato,Frankie Annunziato,0,empty,empty
alexander-cagle,Alexander Cagle,0,empty,empty
javier-eccleston,Javier Eccleston,0,empty,empty
steven-ringer,Steven Ringer,0,empty,empty
michael-cardoza,Michael Cardoza,0,empty,empty
brandon-meyer,Brandon Meyer,0,empty,empty
jacob-vogts,Jacob Vogts,0,empty,empty
ethan-nichols,Ethan Nichols,0,empty,empty
corey-fehr,Corey Fehr,0,empty,empty
alex-bowman,Alex Bowman,0,empty,empty
brandon-gille,Brandon Gille,0,empty,empty
grant-woodfin,Grant Woodfin,0,empty,empty
lunch-boxx,Lunch Boxx,0,empty,empty
brahnson-adams,Brahnson Adams,0,empty,empty
timothy-moore,Timothy Moore,0,empty,empty
xavier-keller,Xavier Keller,0,empty,empty
amy-james,Amy James,0,empty,empty
alec-shapiro,Alec Shapiro,0,empty,empty
evan-johnson,Evan Johnson,0,empty,empty
taylor-boyardee,Taylor Boyardee,0,empty,empty
ashton-boyer,Ashton Boyer,0,empty,empty
adolfo-ortiz,Adolfo Ortiz,0,empty,empty
scott-doolittle,Scott Doolittle,0,empty,empty
jeremy-braton,Jeremy Braton,0,empty,empty
austin-killam,Austin Killam,0,empty,empty
chadd-bondoni,Chadd Bondoni,0,empty,empty
michael-conlin,Michael Conlin,0,empty,empty
valentin-perret,Valentin Perret,0,empty,empty
chris-depolo,Chris dePolo,0,empty,empty
kenneth-lithgow,Kenneth Lithgow,0,empty,empty
daryian-johnson,Daryian Johnson,0,empty,empty
lane-bays-broils,Lane Bays-Broils,0,empty,empty
manny-edelson,Manny Edelson,0,empty,empty
erich-giles,Erich Giles,0,empty,empty
brad-stevens,Brad Stevens,0,empty,empty
morgan-hillman,Morgan Hillman,0,empty,empty
gary-oleksy,Gary Oleksy,0,empty,empty
mando-melendez,Mando Melendez,0,empty,empty
miguel-reyes,Miguel Reyes,0,empty,empty
richard-kaech,Richard Kaech,0,empty,empty
james-strickland,James Strickland,0,empty,empty
willow-bryan,Willow Bryan,0,empty,empty
william-taylor,William Taylor,0,empty,empty
dan-milton,Dan Milton,0,empty,empty
brandon-garrett,Brandon Garrett,0,empty,empty
gabriel-brownfield,Gabriel Brownfield,0,empty,empty
brandon-harless,Brandon Harless,0,empty,empty
bo-mckee,Bo McKee,0,empty,empty
daniel-kiridly,Daniel Kiridly,0,empty,empty
mark-fowler,Mark Fowler,0,empty,empty
jackson-mcmillan,Jackson McMillan,0,empty,empty
tyler-judd,Tyler Judd,0,empty,empty
quinn-kennedy,Quinn Kennedy,0,empty,empty
brandon-wessel,Brandon Wessel,0,empty,empty
jordan-otero,Jordan Otero,0,empty,empty
ariel-kimmok,Ariel Kimmok,0,empty,empty
ernesto-taylor,Ernesto Taylor,0,empty,empty
ryan-potter,Ryan Potter,0,empty,empty
noah-williams,Noah Williams,0,empty,empty
kenneth-fleenor,Kenneth Fleenor,0,empty,empty
dennis-music,Dennis Music,0,empty,empty
luna-hortman,Luna Hortman,0,empty,empty
justin-kaznowski,Justin Kaznowski,0,empty,empty
john-delgado,John Delgado,0,empty,empty
bryce-page,Bryce Page,0,empty,empty
ricky-stachowski,Ricky Stachowski,0,empty,empty
robert-hill,Robert Hill,0,empty,empty
micah-munson,Micah Munson,0,empty,empty
hunter-garrett,Hunter Garrett,0,empty,empty
jeremy-hughes,Jeremy Hughes,0,empty,empty
aaron-orwasher,Aaron Orwasher,0,empty,empty
christopher-nalty,Christopher Nalty,0,empty,empty
dart-feil,Dart Feil,0,empty,empty
tom-huteson,Tom Huteson,0,empty,empty
jonathan-wright,Jonathan Wright,0,empty,empty
alexander-kail,Alexander Kail,0,empty,empty
carlos-quicano,Carlos Quicano,0,empty,empty
ron-keinan,Ron Keinan,0,empty,empty
