Source,Target,relation,money,team
matthew-giudes,regional-championship-melbourne-1-2024,TopFinish,1250,
shaun-henry,regional-championship-melbourne-1-2024,TopFinish,750,
adam-jazwinski,regional-championship-melbourne-1-2024,TopFinish,750,
riley-jones,regional-championship-melbourne-1-2024,TopFinish,750,
jin-kim,regional-championship-melbourne-1-2024,TopFinish,750,
guillermo-loli,regional-championship-santiago-1-2024,TopFinish,4000,
daniel-lopez,regional-championship-santiago-1-2024,TopFinish,2000,
federico-giardini,regional-championship-santiago-1-2024,TopFinish,1200,
sebastian-pozzo,regional-championship-santiago-1-2024,TopFinish,1200,
rodrigo-munoz,regional-championship-santiago-1-2024,TopFinish,750,
nicolas-diaz,regional-championship-santiago-1-2024,TopFinish,750,
luis-meza,regional-championship-santiago-1-2024,TopFinish,750,
ariel-cicchitti,regional-championship-santiago-1-2024,TopFinish,750,
david-yeh,regional-championship-taipei-city-1-2024,TopFinish,1200,
chen-ze-hao,regional-championship-taipei-city-1-2024,TopFinish,800,
hao-chun-chang,regional-championship-taipei-city-1-2024,TopFinish,500,
cheng-han-lin,regional-championship-taipei-city-1-2024,TopFinish,500,
chieh-hsiang-yang,regional-championship-taipei-city-1-2024,TopFinish,300,
ming-xian-chen,regional-championship-taipei-city-1-2024,TopFinish,300,
chenghsun-lin,regional-championship-taipei-city-1-2024,TopFinish,300,
ai-chen-chang,regional-championship-taipei-city-1-2024,TopFinish,300,
dagoberto-israel-silva-aranda,regional-championship-mexico-city-1-2024,TopFinish,4000,
victor-perez,regional-championship-mexico-city-1-2024,TopFinish,2000,
alejandro-berriel,regional-championship-mexico-city-1-2024,TopFinish,1000,
jose-luis-lopez,regional-championship-mexico-city-1-2024,TopFinish,1000,
marcelino-freeman,regional-championship-mexico-city-1-2024,TopFinish,550,
israel-hiram-garcia-bermejo,regional-championship-mexico-city-1-2024,TopFinish,550,
hector-soto,regional-championship-mexico-city-1-2024,TopFinish,550,
christian-sanchez,regional-championship-mexico-city-1-2024,TopFinish,550,
seth-manfield,pro-tour-murders-at-karlov-manor-2024,TopFinish,50000,
simon-nielsen,pro-tour-murders-at-karlov-manor-2024,TopFinish,30000,
christoffer-larsen,pro-tour-murders-at-karlov-manor-2024,TopFinish,15000,
mingyang-chen,pro-tour-murders-at-karlov-manor-2024,TopFinish,15000,
samuel-pardee,pro-tour-murders-at-karlov-manor-2024,TopFinish,10000,
alexander-friedrichsen,pro-tour-murders-at-karlov-manor-2024,TopFinish,10000,
adam-edelson,pro-tour-murders-at-karlov-manor-2024,TopFinish,10000,
jean-emmanuel-depraz,pro-tour-murders-at-karlov-manor-2024,TopFinish,10000,
yoshihiko-ikawa,regional-championship-yokohama-2024,TopFinish,5000,
atsushi-nakashima,regional-championship-yokohama-2024,TopFinish,3200,
takumi-matsuura,regional-championship-yokohama-2024,TopFinish,2100,
charles-namchaisiri,regional-championship-yokohama-2024,TopFinish,2100,
keisuke-naitou,regional-championship-yokohama-2024,TopFinish,1500,
yuuki-ichikawa,regional-championship-yokohama-2024,TopFinish,1500,
riki-kamo,regional-championship-yokohama-2024,TopFinish,1500,
yutaro-morimoto,regional-championship-yokohama-2024,TopFinish,1500,
minh-nguyen,regional-championship-denver-2024,TopFinish,30000,
aiden-lamson,regional-championship-denver-2024,TopFinish,15000,
devon-straub,regional-championship-denver-2024,TopFinish,7500,
andrew-vorel,regional-championship-denver-2024,TopFinish,7500,
mackenzie-endress,regional-championship-denver-2024,TopFinish,4000,
jacob-koshak,regional-championship-denver-2024,TopFinish,4000,
alessandro-smith,regional-championship-denver-2024,TopFinish,4000,
chandler-cox,regional-championship-denver-2024,TopFinish,4000,
ulysse-gagnon-paradis,regional-championship-ottawa-2024,TopFinish,4200,
patrick-wu,regional-championship-ottawa-2024,TopFinish,3000,
randall-barber,regional-championship-ottawa-2024,TopFinish,2000,
kevin-anctil,regional-championship-ottawa-2024,TopFinish,2000,
jonathan-dery,regional-championship-ottawa-2024,TopFinish,1200,
lawrence-bouzane,regional-championship-ottawa-2024,TopFinish,1200,
andrew-kidston,regional-championship-ottawa-2024,TopFinish,1200,
nam-dang,regional-championship-ottawa-2024,TopFinish,1200,
marco-del-pivo,regional-championship-ghent-2024,TopFinish,16000,
borja-yanez-carvajal,regional-championship-ghent-2024,TopFinish,10000,
daniel-toledo,regional-championship-ghent-2024,TopFinish,6000,
nils-gutierrez-von-porat,regional-championship-ghent-2024,TopFinish,6000,
steven-minelli,regional-championship-ghent-2024,TopFinish,4000,
antonio-martos-donaire,regional-championship-ghent-2024,TopFinish,4000,
rodrigo-togores,regional-championship-ghent-2024,TopFinish,4000,
etienne-eggenschwiler,regional-championship-ghent-2024,TopFinish,4000,
guilherme-merjam,regional-championship-sao-paulo-1-2024,TopFinish,5000,
rubens-campana,regional-championship-sao-paulo-1-2024,TopFinish,4000,
william-araujo,regional-championship-sao-paulo-1-2024,TopFinish,3000,
thiago-vieira,regional-championship-sao-paulo-1-2024,TopFinish,3000,
victor-carvalho,regional-championship-sao-paulo-1-2024,TopFinish,1000,
gabriel-fehr,regional-championship-sao-paulo-1-2024,TopFinish,1000,
rafael-gullyt-cardoso,regional-championship-sao-paulo-1-2024,TopFinish,1000,
gabriel-bello,regional-championship-sao-paulo-1-2024,TopFinish,1000,
charalampos-kikidis,champions-showcase-3-2024,TopFinish,13000,
matthew-wright,champions-showcase-3-2024,TopFinish,11000,
andrei-klepatch,champions-showcase-3-2024,TopFinish,7000,
david-inglis,champions-showcase-3-2024,TopFinish,7000,
piotr-glogowski,champions-showcase-3-2024,TopFinish,5000,
fernando-palmero-garcia,champions-showcase-3-2024,TopFinish,3000,
john-ramos,champions-showcase-3-2024,TopFinish,2000,
karl-sarap,champions-showcase-3-2024,TopFinish,2000,
mauro-sasso,champions-showcase-3-2023,TopFinish,20000,
max-rappaport,champions-showcase-3-2023,TopFinish,15000,
eduardo-dos-santos-vieira,champions-showcase-3-2023,TopFinish,7000,
max-carini,champions-showcase-3-2023,TopFinish,6500,
tom-white,champions-showcase-3-2023,TopFinish,6000,
thomas-ashton,champions-showcase-3-2023,TopFinish,5500,
francesco-giresi,champions-showcase-3-2023,TopFinish,5000,
lucas-duchow,champions-showcase-3-2023,TopFinish,5000,
daniel-weiser,regional-championship-atlanta-2023,TopFinish,30000,
mark-stanton,regional-championship-atlanta-2023,TopFinish,15000,
robert-king,regional-championship-atlanta-2023,TopFinish,7500,
paul-green,regional-championship-atlanta-2023,TopFinish,7500,
adam-brace,regional-championship-atlanta-2023,TopFinish,4000,
robert-wagner-krankel,regional-championship-atlanta-2023,TopFinish,4000,
anna-wegener,regional-championship-atlanta-2023,TopFinish,4000,
james-manges,regional-championship-atlanta-2023,TopFinish,4000,
tk-strachan,eternal-championships-legacy-north-america-2023,TopFinish,4000,
jay-wojciechowski,eternal-championships-legacy-north-america-2023,TopFinish,4000,
sean-sabia,eternal-championships-legacy-north-america-2023,TopFinish,2000,
cass-lynn,eternal-championships-legacy-north-america-2023,TopFinish,2000,
wyatt-gibson,eternal-championships-legacy-north-america-2023,TopFinish,1000,
bryant-cook,eternal-championships-legacy-north-america-2023,TopFinish,1000,
jack-kitchen,eternal-championships-legacy-north-america-2023,TopFinish,1000,
nick-eldering-ferreiro,eternal-championships-legacy-north-america-2023,TopFinish,1000,
anthony-valentine,eternal-championships-vintage-north-america-2023,TopFinish,3000,
tom-basketball,eternal-championships-vintage-north-america-2023,TopFinish,3000,
brandon-chang,eternal-championships-vintage-north-america-2023,TopFinish,1000,
peter-coloyan,eternal-championships-vintage-north-america-2023,TopFinish,1000,
brian-coval,eternal-championships-vintage-north-america-2023,TopFinish,550,
adam-pruser,eternal-championships-vintage-north-america-2023,TopFinish,550,
dan-nelson,eternal-championships-vintage-north-america-2023,TopFinish,550,
camden-drash,eternal-championships-vintage-north-america-2023,TopFinish,550,
daisuke-hirasawa,eternal-championships-vintage-asia-2023,TopFinish,0,
masanori-yamamoto,eternal-championships-vintage-asia-2023,TopFinish,0,
yuki-ota,eternal-championships-vintage-asia-2023,TopFinish,0,
yusuke-hayasaki,eternal-championships-vintage-asia-2023,TopFinish,0,
masaya-takei,eternal-championships-vintage-asia-2023,TopFinish,0,
gen-shinohara,eternal-championships-vintage-asia-2023,TopFinish,0,
kyohei-hosomi,eternal-championships-vintage-asia-2023,TopFinish,0,
tsubasa-marumo,eternal-championships-vintage-asia-2023,TopFinish,0,
leo-isagaya,eternal-championships-legacy-asia-2023,TopFinish,0,
takahiro-ikeda,eternal-championships-legacy-asia-2023,TopFinish,0,
alex-kwok,eternal-championships-legacy-asia-2023,TopFinish,0,
hanlin-xue,eternal-championships-legacy-asia-2023,TopFinish,0,
yuki-kubo,eternal-championships-legacy-asia-2023,TopFinish,0,
renzhibo,eternal-championships-legacy-asia-2023,TopFinish,0,
clan,eternal-championships-legacy-asia-2023,TopFinish,0,
manuel-traboco,eternal-championships-legacy-asia-2023,TopFinish,0,
kenta-masukado,regional-championship-nagoya-2023,TopFinish,8800,
yuya-hosokawa,regional-championship-nagoya-2023,TopFinish,3600,
kotaro-chiku,regional-championship-nagoya-2023,TopFinish,2500,
jin-seong-woo,regional-championship-nagoya-2023,TopFinish,2500,
motohiko-nakao,regional-championship-nagoya-2023,TopFinish,1750,
takumi-matsuura,regional-championship-nagoya-2023,TopFinish,1750,
shouichi-hasegawa,regional-championship-nagoya-2023,TopFinish,1750,
yuta-yokokawa,regional-championship-nagoya-2023,TopFinish,1750,
guillermo-sulimovich,regional-championship-santiago-3-2023,TopFinish,4000,
santiago-bigatti,regional-championship-santiago-3-2023,TopFinish,2000,
julio-bejarano,regional-championship-santiago-3-2023,TopFinish,1200,
joaquin-fuentes,regional-championship-santiago-3-2023,TopFinish,1200,
benjamin-vera,regional-championship-santiago-3-2023,TopFinish,750,
facundo-conde,regional-championship-santiago-3-2023,TopFinish,750,
cristian-valenzuela,regional-championship-santiago-3-2023,TopFinish,750,
marcelo-lopez-lagos,regional-championship-santiago-3-2023,TopFinish,750,
hoang-ha-pham,regional-championship-toronto-2-2023,TopFinish,3000,
ryan-primdahl,regional-championship-toronto-2-2023,TopFinish,2000,
maxime-dore,regional-championship-toronto-2-2023,TopFinish,1000,
simon-carisse,regional-championship-toronto-2-2023,TopFinish,1000,
jean-philippe-goyet,regional-championship-toronto-2-2023,TopFinish,750,
larry-bouzane,regional-championship-toronto-2-2023,TopFinish,750,
edgar-magalhaes,regional-championship-toronto-2-2023,TopFinish,750,
kyle-gellert,regional-championship-toronto-2-2023,TopFinish,750,
julian-jakobovits,eternal-championships-legacy-europe-2023,TopFinish,0,
michele-gasparini,eternal-championships-legacy-europe-2023,TopFinish,0,
donderillo,eternal-championships-legacy-europe-2023,TopFinish,0,
marc-tobiasch,eternal-championships-legacy-europe-2023,TopFinish,0,
spartan---,eternal-championships-legacy-europe-2023,TopFinish,0,
martinp,eternal-championships-legacy-europe-2023,TopFinish,0,
peter-lobotka,eternal-championships-legacy-europe-2023,TopFinish,0,
gazzo--,eternal-championships-legacy-europe-2023,TopFinish,0,
lukas-schwendinger,eternal-championships-vintage-europe-2023,TopFinish,0,
hans-jacob-goddik,eternal-championships-vintage-europe-2023,TopFinish,0,
moatzu,eternal-championships-vintage-europe-2023,TopFinish,0,
eliott-dragon,eternal-championships-vintage-europe-2023,TopFinish,0,
justin-gennari,eternal-championships-vintage-europe-2023,TopFinish,0,
martin-lamr,eternal-championships-vintage-europe-2023,TopFinish,0,
fabian-friedrich,eternal-championships-vintage-europe-2023,TopFinish,0,
rodmanbcn,eternal-championships-vintage-europe-2023,TopFinish,0,
edgar-emmanuel-rangel-paez,regional-championship-mexico-city-3-2023,TopFinish,4000,
alejandro-pereira,regional-championship-mexico-city-3-2023,TopFinish,2000,
nelson-martinez,regional-championship-mexico-city-3-2023,TopFinish,1000,
emmanuel-ramirez-sanchez,regional-championship-mexico-city-3-2023,TopFinish,1000,
archibal-raziel-sanchez-peralta,regional-championship-mexico-city-3-2023,TopFinish,550,
ivan-saenz,regional-championship-mexico-city-3-2023,TopFinish,550,
jesus-solano,regional-championship-mexico-city-3-2023,TopFinish,550,
romeo-aaron-cameras-lievano,regional-championship-mexico-city-3-2023,TopFinish,550,
william-araujo,regional-championship-sao-paulo-3-2023,TopFinish,5000,
douglas-rosa,regional-championship-sao-paulo-3-2023,TopFinish,4000,
gabriel-fehr,regional-championship-sao-paulo-3-2023,TopFinish,3000,
claudio-miranda,regional-championship-sao-paulo-3-2023,TopFinish,3000,
rodrigo-maraja,regional-championship-sao-paulo-3-2023,TopFinish,1000,
jonathan-lobo-melamed,regional-championship-sao-paulo-3-2023,TopFinish,1000,
joao-paes,regional-championship-sao-paulo-3-2023,TopFinish,1000,
danilo-modesto,regional-championship-sao-paulo-3-2023,TopFinish,1000,
zer-shiuan-peng,regional-championship-singapore-2-2023,TopFinish,4500,
christian-wijaya,regional-championship-singapore-2-2023,TopFinish,2300,
mun-kit-loh,regional-championship-singapore-2-2023,TopFinish,1100,
john-jerson-po,regional-championship-singapore-2-2023,TopFinish,1100,
jay-yeo,regional-championship-singapore-2-2023,TopFinish,500,
john-daroen-sahagun,regional-championship-singapore-2-2023,TopFinish,500,
rick-hup-beng-lee,regional-championship-singapore-2-2023,TopFinish,500,
wei-teng-lim,regional-championship-singapore-2-2023,TopFinish,500,
bor-hong-chen,regional-championship-taipei-city-3-2023,TopFinish,1200,
ho-zhi-mao,regional-championship-taipei-city-3-2023,TopFinish,800,
cheng-yu-chang,regional-championship-taipei-city-3-2023,TopFinish,500,
chih-yung-jao,regional-championship-taipei-city-3-2023,TopFinish,500,
cui-chen-fang,regional-championship-taipei-city-3-2023,TopFinish,300,
hong-yu-chen,regional-championship-taipei-city-3-2023,TopFinish,300,
chenghsun-lin,regional-championship-taipei-city-3-2023,TopFinish,300,
zeng-tseng-zheng,regional-championship-taipei-city-3-2023,TopFinish,300,
brett-girvan,regional-championship-sydney-2-2023,TopFinish,5000,
joshua-bradbury,regional-championship-sydney-2-2023,TopFinish,2500,
james-larsen-scott,regional-championship-sydney-2-2023,TopFinish,1250,
matthew-giudes,regional-championship-sydney-2-2023,TopFinish,1250,
dillon-kikkawa,regional-championship-sydney-2-2023,TopFinish,750,
denis-mullins,regional-championship-sydney-2-2023,TopFinish,750,
willow-moon,regional-championship-sydney-2-2023,TopFinish,750,
jose-gabriel-hilario,regional-championship-sydney-2-2023,TopFinish,750,
fu-yu,regional-championship-tianjin-2023,TopFinish,5000,
yucheng-xu,regional-championship-tianjin-2023,TopFinish,2500,
yin-yu,regional-championship-tianjin-2023,TopFinish,1250,
wang-yang-zeng,regional-championship-tianjin-2023,TopFinish,1250,
muhan-yu,regional-championship-tianjin-2023,TopFinish,1000,
wei-chengyi,regional-championship-tianjin-2023,TopFinish,1000,
kesong-li,regional-championship-tianjin-2023,TopFinish,1000,
hongtao-zhang,regional-championship-tianjin-2023,TopFinish,1000,
shin-ya-saito,arena-championship-4-2023,TopFinish,30000,
bassel-nasri,arena-championship-4-2023,TopFinish,20000,
marcus-wosner,arena-championship-4-2023,TopFinish,15000,
michal-guldan,arena-championship-4-2023,TopFinish,15000,
brian-heine,arena-championship-4-2023,TopFinish,10000,
michael-meier,arena-championship-4-2023,TopFinish,10000,
pascal-vieren,arena-championship-4-2023,TopFinish,10000,
taylor-cobb,arena-championship-4-2023,TopFinish,10000,
boston-schatteman,regional-championship-calgary-2023,TopFinish,3000,
liam-kane-meilleur,regional-championship-calgary-2023,TopFinish,2000,
attila-fur,regional-championship-calgary-2023,TopFinish,1000,
derek-pite,regional-championship-calgary-2023,TopFinish,1000,
drew-christensen,regional-championship-calgary-2023,TopFinish,750,
gavin-bennett,regional-championship-calgary-2023,TopFinish,750,
andrew-kidston,regional-championship-calgary-2023,TopFinish,750,
david-schnayer,regional-championship-calgary-2023,TopFinish,750,
adrian-inigo-tastet,regional-championship-lille-2023,TopFinish,16000,
lars-henrichvark,regional-championship-lille-2023,TopFinish,10000,
sam-rolph,regional-championship-lille-2023,TopFinish,6000,
christoffer-larsen,regional-championship-lille-2023,TopFinish,6000,
samuele-estratti,regional-championship-lille-2023,TopFinish,4000,
josep-sanfeliu,regional-championship-lille-2023,TopFinish,4000,
marcin-klimuszko,regional-championship-lille-2023,TopFinish,4000,
alessandro-cecconi,regional-championship-lille-2023,TopFinish,4000,
jean-emmanuel-depraz,world-championships-2023,TopFinish,100000,
kazune-kosaka,world-championships-2023,TopFinish,50000,
simon-nielsen,world-championships-2023,TopFinish,25000,
anthony-lee,world-championships-2023,TopFinish,25000,
reid-duke,world-championships-2023,TopFinish,20000,
gregory-orange,world-championships-2023,TopFinish,20000,
willy-edel,world-championships-2023,TopFinish,20000,
lorenzo-terlizzi,world-championships-2023,TopFinish,20000,
lukas-jaklovsky,champions-showcase-2-2023,TopFinish,20000,
